customerID,gender,SeniorCitizen,tenure_months,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,Churn
C101975,Male,0,34,Month-to-month,No,Credit card,26.91,918.38,1,No
C101661,Female,0,34,Month-to-month,No,Electronic check,45.14,1517.02,1,No
C100607,Female,0,72,Month-to-month,DSL,Mailed check,69.4,5004.37,0,No
C101889,Male,0,12,Month-to-month,Fiber optic,Credit card,95.8,1174.79,2,Yes
C101995,Male,0,33,Month-to-month,DSL,Mailed check,49.89,1635.77,3,Yes
C101825,Female,0,63,Month-to-month,DSL,Bank transfer,42.8,2690.81,0,No
C101057,Female,0,61,Month-to-month,DSL,Bank transfer,47.88,2917.81,2,Yes
C101440,Female,1,12,Month-to-month,No,Mailed check,17.67,215.99,3,No
C101514,Male,0,20,Month-to-month,Fiber optic,Mailed check,68.25,1353.92,2,Yes
C101585,male,0,1,Two year,Fiber optic,Mailed check,49.49,56.34,0,No
C101091,Male,1,34,One year,Fiber optic,Bank transfer,73.33,2503.48,0,Yes
C101560,male,0,48,Two year,No,Mailed check,30.18,1438.5,1,No
C101101,Male,0,63,Month-to-month,DSL,Bank transfer,47.2,2980.04,0,No
C101129,Female,0,71,Two year,DSL,Mailed check,51.54,3639.63,0,No
C101235,Male,1,11,One year,Fiber optic,Bank transfer,94.48,1047.47,3,No
C101768,Male,1,20,Month-to-month,No,Electronic check,25.25,524.76,3,Yes
C100958,Female,1,21,Month-to-month,Fiber optic,Credit card,70.81,1487.54,0,No
C101662,Male,0,30,Month-to-month,Fiber optic,Bank transfer,,1975.35,1,No
C100559,Female,1,7,One year,DSL,Mailed check,55.16,416.16,1,Yes
C100846,Male,0,8,Month-to-month,DSL,Bank transfer,48.47,385.42,4,Yes
C101748,Female,0,42,Two year,DSL,Mailed check,39.19,1641.7,0,No
C100690,Female,0,32,Month-to-month,Fiber optic,Electronic check,92.98,2990.28,0,Yes
C101519,Male,0,12,One year,DSL,Electronic check,56.43,654.29,2,Yes
C101941,Male,0,69,One year,Fiber optic,Credit card,93.78,6485.2,1,No
C101868,Male,1,44,Month-to-month,Fiber optic,Bank transfer,62.66,2776.22,1,Yes
C100436,Female,0,59,Two year,Fiber optic,Electronic check,83.72,4934.26,2,No
C100490,Female,0,64,Month-to-month,DSL,Mailed check,54.07,3465.13,0,No
C100674,Female,0,41,One year,Fiber optic,Mailed check,79.58,3273.96,2,No
C101894,Male,1,54,Month-to-month,Fiber optic,Credit card,65.55,3511.49,2,Yes
C101629,Male,0,31,Month-to-month,No,Credit card,37.07,1140.66,1,Yes
C101387,Male,0,39,Month-to-month,DSL,Electronic check,45.87,1819.89,2,Yes
C100069,Male,0,71,Month-to-month,DSL,Electronic check,63.53,4527.59,0,No
C101572,Female,0,14,Month-to-month,DSL,Electronic check,59.06,814.17,0,No
C100808,Male,0,3,Month-to-month,Fiber optic,Bank transfer,81.96,249.95,0,Yes
C101184,Male,0,16,Month-to-month,DSL,Mailed check,49.38,785.31,1,No
C100011,Female,0,56,Month-to-month,Fiber optic,Bank transfer,56.83,3200.59,0,No
C100144,Female,0,5,Month-to-month,Fiber optic,Credit card,,342.82,2,Yes
C100917,Female,0,1,One year,Fiber optic,Bank transfer,82.63,38.37,1,No
C101541,Male,0,68,Month-to-month,Fiber optic,Electronic check,82.22,5552.49,3,Yes
C101451,Male,0,58,One year,DSL,Credit card,53.7,3113.19,3,No
C100639,Female,0,22,Month-to-month,Fiber optic,Mailed check,78.63,1766.46,1,No
C100176,Female,0,54,One year,Fiber optic,Bank transfer,89.64,4825.94,1,No
C100994,Female,0,54,One year,Fiber optic,Electronic check,70.57,3805.48,0,No
C100440,Female,0,61,Month-to-month,Fiber optic,Credit card,75.75,4644.59,0,No
C100521,Male,0,5,Month-to-month,Fiber optic,Mailed check,71.82,356.91,1,No
C101983,Female,0,30,Month-to-month,No,Electronic check,37.33,1103.33,4,Yes
C101945,Male,0,38,Month-to-month,DSL,Credit card,72.28,2755.42,1,Yes
C101712,Female,0,27,Two year,Fiber optic,Mailed check,86.65,2321.94,0,No
C101004,Male,0,28,Month-to-month,No,Credit card,15.0,383.85,2,No
C101255,Male,0,49,Two year,DSL,Credit card,55.54,2721.9,1,No
C101234,Female,0,25,One year,Fiber optic,Mailed check,85.69,2167.88,1,No
C101664,Female,0,57,Month-to-month,DSL,Bank transfer,54.01,3100.84,1,No
C100143,Male,0,70,Month-to-month,Fiber optic,Bank transfer,87.73,6136.3,0,No
C100753,Female,0,0,Month-to-month,No,Bank transfer,15.0, ,0,No
C100519,Female,0,3,Month-to-month,DSL,Bank transfer,45.58,113.62,1,Yes
C100613,Male,0,4,Month-to-month,DSL,Bank transfer,57.99,227.12,1,Yes
C101322,Female,0,66,Two year,Fiber optic,Mailed check,62.21,4069.87,4,Yes
C100822,Male,0,72,One year,Fiber optic,Electronic check,59.79,4282.28,1,No
C100428,Male,0,49,Month-to-month,Fiber optic,Electronic check,87.28,4296.65,1,Yes
C100612,Female,0,67,One year,Fiber optic,Mailed check,75.45,5035.28,1,No
C101505,Male,0,32,Month-to-month,Fiber optic,Credit card,73.06,2322.87,1,Yes
C101032,Female,0,66,Month-to-month,DSL,Bank transfer,34.07,2280.64,2,No
C100156,Male,0,6,Two year,Fiber optic,Bank transfer,72.65,439.31,0,No
C100539,Male,0,10,Month-to-month,Fiber optic,Mailed check,55.66,547.93,0,Yes
C101530,Male,0,31,Month-to-month,DSL,Bank transfer,54.27,1670.39,0,No
C101460,Female,1,39,One year,Fiber optic,Electronic check,102.9,4024.97,3,No
C101290,Male,1,49,Month-to-month,Fiber optic,Credit card,68.31,3335.64,0,Yes
C100461,Male,0,32,Month-to-month,Fiber optic,Electronic check,68.79,2196.59,2,Yes
C100576,Female,0,2,Two year,Fiber optic,Electronic check,79.16,136.5,1,No
C101362,Male,0,0,Month-to-month,No,Mailed check,24.39, ,0,No
C100255,Male,1,9,Month-to-month,No,Bank transfer,20.97,164.66,0,No
C100979,Female,0,36,Two year,Fiber optic,Bank transfer,62.55,2284.07,0,No
C101185,Male,0,58,Two year,Fiber optic,Credit card,94.46,5489.26,0,No
C101006,Female,0,44,One year,No,Credit card,15.0,656.64,2,No
C101521,Female,0,72,Month-to-month,Fiber optic,Bank transfer,77.64,5606.62,2,No
C101689,Male,0,70,Two year,Fiber optic,Credit card,69.8,4922.58,0,No
C100560,Female,1,46,Two year,Fiber optic,Bank transfer,63.95,2979.35,0,No
C100208,Male,0,21,Month-to-month,DSL,Electronic check,37.82,782.41,3,Yes
C100910,Female,0,46,Month-to-month,Fiber optic,Bank transfer,57.98,2673.42,3,No
C101311,Male,0,6,Month-to-month,DSL,Electronic check,,194.11,2,No
C100001,Female,0,60,Month-to-month,DSL,Bank transfer,47.91,2904.72,1,No
C101365,Male,0,31,Two year,DSL,Credit card,56.6,1743.09,0,No
C100269,Female,0,52,One year,DSL,Mailed check,59.59,3070.12,3,Yes
C100265,Female,0,7,Month-to-month,No,Credit card,32.58,179.11,0,No
C100914,Female,0,14,Month-to-month,Fiber optic,Mailed check,62.55,847.15,1,Yes
C100230,Male,0,34,Two year,No,Bank transfer,33.98,1166.32,1,No
C101978,Male,0,34,Month-to-month,No,Electronic check,15.0,494.31,0,Yes
C101119,Male,0,37,Month-to-month,Fiber optic,Credit card,86.81,3214.5,0,Yes
C101973,Male,1,16,Two year,DSL,Mailed check,48.17,767.98,1,No
C100864,Female,0,65,One year,Fiber optic,Mailed check,91.66,5956.31,1,Yes
C101066,female,0,0,One year,Fiber optic,Credit card,67.17, ,2,No
C100873,Male,1,24,One year,Fiber optic,Mailed check,71.0,1654.41,0,Yes
C101797,Male,0,9,Two year,No,Mailed check,15.0,113.29,0,No
C100398,Male,0,41,Month-to-month,Fiber optic,Credit card,69.71,2866.13,0,Yes
C101828,Female,0,40,Month-to-month,No,Credit card,15.0,598.64,2,No
C101652,Male,0,20,One year,Fiber optic,Electronic check,69.99,1429.54,2,No
C100045,Female,0,34,Month-to-month,Fiber optic,Credit card,64.76,2210.45,2,No
C100161,Female,0,16,Month-to-month,Fiber optic,Electronic check,81.6,1308.64,3,Yes
C100991,Female,0,59,Two year,DSL,Bank transfer,55.28,3247.64,2,No
C100727,Male,1,43,Month-to-month,DSL,Mailed check,28.63,1219.02,0,Yes
C100629,Male,0,21,Month-to-month,Fiber optic,Electronic check,90.97,1903.56,0,Yes
C100288,Female,0,19,Two year,DSL,Credit card,34.55,651.4,3,No
C101613,Female,0,48,One year,Fiber optic,Electronic check,69.38,3281.71,1,No
C101059,Male,0,35,Month-to-month,Fiber optic,Mailed check,68.38,2365.52,2,No
C101957,Female,0,36,Month-to-month,DSL,Bank transfer,31.49,1147.15,1,No
C100575,Male,0,30,Month-to-month,Fiber optic,Credit card,56.84,1700.36,0,No
C100850,female,0,25,Month-to-month,No,Mailed check,41.93,998.73,0,Yes
C101339,Male,0,42,Month-to-month,No,Credit card,35.0,1492.25,1,Yes
C100911,Male,0,57,Month-to-month,Fiber optic,Electronic check,103.41,5903.75,1,Yes
C101254,Female,1,15,One year,Fiber optic,Bank transfer,66.58,1019.34,0,Yes
C101722,Female,0,59,Month-to-month,DSL,Credit card,47.47,2795.68,1,No
C101877,Female,0,36,Month-to-month,Fiber optic,Mailed check,83.27,2992.29,1,No
C101735,Female,0,18,Two year,Fiber optic,Mailed check,77.25,1383.64,1,No
C100932,Male,0,5,One year,Fiber optic,Electronic check,78.07,364.29,1,No
C101100,Male,0,33,One year,DSL,Mailed check,61.11,1998.96,2,Yes
C101657,Female,0,68,One year,Fiber optic,Electronic check,79.48,5424.5,1,Yes
C101207,Female,0,16,Two year,DSL,Credit card,75.92,1211.99,1,No
C100247,Male,0,33,Month-to-month,No,Electronic check,21.26,694.11,2,Yes
C100476,Female,0,17,Month-to-month,Fiber optic,Bank transfer,72.1,1194.42,1,Yes
C101694,Male,1,46,One year,DSL,Electronic check,48.62,2249.15,2,No
C100085,Female,0,55,Two year,No,Credit card,26.02,1435.78,1,No
C100469,Female,0,11,Month-to-month,No,Credit card,15.0,182.13,1,No
C100225,Male,1,51,Two year,DSL,Credit card,65.36,3289.07,1,No
C100774,Female,0,68,Month-to-month,Fiber optic,Mailed check,71.4,4797.94,0,No
C100331,Male,0,50,Two year,No,Bank transfer,21.9,1107.41,2,No
C100233,Female,0,11,One year,DSL,Bank transfer,,687.63,0,No
C100588,Female,0,17,One year,No,Mailed check,38.38,638.15,1,No
C100475,Female,0,20,One year,DSL,Bank transfer,47.9,925.71,0,No
C101284,Male,0,8,Month-to-month,No,Electronic check,37.09,303.48,0,Yes
C101871,Male,0,19,Month-to-month,DSL,Credit card,42.04,784.67,1,Yes
C100599,Female,0,1,Month-to-month,Fiber optic,Mailed check,63.29,39.13,2,Yes
C100421,Female,0,25,Month-to-month,Fiber optic,Mailed check,70.95,1768.05,3,Yes
C101711,Male,0,16,One year,Fiber optic,Electronic check,86.77,1401.28,1,Yes
C100182,Male,0,12,One year,No,Bank transfer,15.0,184.23,2,No
C100988,Male,1,26,Two year,DSL,Credit card,55.54,1461.2,0,No
C101000,Female,1,65,Month-to-month,Fiber optic,Credit card,79.19,5173.9,0,No
C101641,Male,0,56,One year,No,Mailed check,41.19,2338.8,0,No
C101356,Male,0,21,One year,Fiber optic,Credit card,78.47,1669.83,0,No
C101462,Male,0,15,Month-to-month,DSL,Electronic check,46.97,678.67,0,Yes
C100049,Female,0,22,One year,Fiber optic,Electronic check,42.63,950.84,2,No
C101878,Female,0,58,One year,No,Mailed check,15.0,900.83,1,No
C101029,Male,0,67,Month-to-month,No,Mailed check,15.13,1017.54,2,No
C100529,Female,0,24,One year,DSL,Bank transfer,61.6,1495.09,1,No
C101258,Female,0,10,Month-to-month,Fiber optic,Credit card,83.43,844.71,1,Yes
C100486,Male,1,57,One year,DSL,Mailed check,52.16,2947.25,0,No
C101954,Female,0,47,Month-to-month,No,Electronic check,15.0,717.67,2,No
C100497,Male,0,64,Month-to-month,Fiber optic,Mailed check,77.07,4944.61,0,No
C101646,Male,0,40,One year,DSL,Credit card,61.7,2482.52,1,No
C100106,Female,0,1,One year,No,Credit card,15.0,0.0,0,No
C100443,Male,0,59,Two year,No,Credit card,30.49,1796.21,1,No
C101512,Female,0,35,Month-to-month,DSL,Electronic check,44.63,1542.79,1,No
C100646,Male,0,10,Two year,DSL,Credit card,44.84,466.92,1,No
C101036,Female,1,5,Two year,DSL,Credit card,48.74,266.88,0,No
C101762,Male,0,38,One year,DSL,Mailed check,71.7,2734.4,0,No
C100726,Female,0,63,Two year,DSL,Mailed check,33.9,2119.73,0,No
C100190,Female,0,65,Month-to-month,No,Electronic check,26.92,1750.28,0,No
C101788,Male,1,61,Two year,Fiber optic,Electronic check,73.69,4521.21,2,No
C101856,Male,0,7,One year,DSL,Credit card,49.07,354.77,2,Yes
C100282,female,0,43,One year,Fiber optic,Mailed check,63.47,2713.44,0,No
C100029,Male,0,20,Two year,DSL,Electronic check,52.37,1062.56,0,No
C100169,Male,0,55,Month-to-month,Fiber optic,Electronic check,66.24,3638.27,0,Yes
C101001,Female,0,30,One year,No,Electronic check,15.0,455.71,3,Yes
C101204,Female,0,0,Month-to-month,Fiber optic,Electronic check,78.34, ,1,Yes
C100100,Female,0,15,Month-to-month,Fiber optic,Credit card,65.11,975.74,4,Yes
C100197,Male,0,18,Two year,DSL,Mailed check,58.25,1025.07,0,No
C100495,Male,0,58,Month-to-month,DSL,Electronic check,56.77,3280.15,2,Yes
C101745,Female,0,8,Month-to-month,Fiber optic,Electronic check,88.66,708.08,1,Yes
C100647,Female,0,58,Month-to-month,DSL,Credit card,48.62,2829.16,1,No
C100987,Male,0,44,Month-to-month,DSL,Credit card,55.58,2413.5,0,No
C100044,Male,0,43,Month-to-month,Fiber optic,Mailed check,49.84,2163.1,1,No
C101938,Female,0,5,One year,DSL,Credit card,68.29,352.01,1,Yes
C100710,Female,0,21,One year,DSL,Bank transfer,46.43,997.21,1,No
C100373,male,0,53,Month-to-month,Fiber optic,Mailed check,77.47,4083.76,3,Yes
C100678,Female,1,65,Month-to-month,DSL,Mailed check,53.84,3486.48,2,No
C100566,Male,0,7,One year,Fiber optic,Electronic check,66.73,467.45,0,Yes
C101672,Male,0,52,Month-to-month,No,Bank transfer,31.62,1693.89,0,No
C101821,Female,0,37,Two year,Fiber optic,Mailed check,57.37,2136.64,1,No
C100847,Male,0,29,One year,Fiber optic,Credit card,64.63,1887.57,2,Yes
C100460,Female,0,12,Month-to-month,DSL,Electronic check,86.52,1000.47,0,Yes
C101437,Female,0,68,Month-to-month,Fiber optic,Bank transfer,74.26,5048.57,2,No
C101155,Female,1,18,Month-to-month,Fiber optic,Mailed check,88.01,1578.18,2,Yes
C100039,Female,0,17,Two year,Fiber optic,Bank transfer,91.77,1566.8,2,Yes
C100434,Male,0,44,One year,Fiber optic,Electronic check,71.13,3127.95,0,No
C100973,Male,0,49,Two year,No,Credit card,21.92,1066.35,2,No
C101239,Male,0,70,One year,No,Bank transfer,29.2,2022.97,2,No
C101007,Female,0,47,One year,DSL,Bank transfer,67.26,3159.05,1,No
C101579,Female,1,50,One year,Fiber optic,Credit card,72.91,3680.08,3,Yes
C101590,Female,0,8,Month-to-month,Fiber optic,Mailed check,63.64,542.04,3,Yes
C101786,Male,0,51,Two year,Fiber optic,Electronic check,73.1,3731.21,1,No
C101498,Male,0,42,Month-to-month,Fiber optic,Credit card,79.73,3343.62,1,No
C100456,Male,0,21,Month-to-month,Fiber optic,Electronic check,68.82,1441.56,0,No
C101835,Male,0,39,Month-to-month,DSL,Electronic check,46.22,1797.94,1,No
C100260,Female,0,9,Two year,No,Credit card,44.03,368.51,1,No
C101840,Male,0,35,Month-to-month,No,Mailed check,37.15,1300.52,4,Yes
C100035,Male,0,6,Month-to-month,No,Bank transfer,15.0,104.02,0,No
C100827,Female,0,3,Month-to-month,No,Mailed check,40.72,126.85,0,No
C100309,Male,1,13,One year,Fiber optic,Bank transfer,79.58,1041.3,0,Yes
C100276,Male,0,5,Month-to-month,DSL,Mailed check,29.22,198.08,0,Yes
C100636,Male,0,7,Month-to-month,DSL,Bank transfer,67.19,435.57,0,Yes
C100654,Female,1,6,Month-to-month,Fiber optic,Electronic check,76.85,452.63,3,Yes
C100622,Male,0,58,One year,DSL,Mailed check,34.46,1984.52,0,No
C101859,Female,0,66,Month-to-month,Fiber optic,Mailed check,65.21,4304.02,1,No
C100844,Male,0,19,Month-to-month,Fiber optic,Bank transfer,93.75,1786.14,1,Yes
C100393,Female,0,40,One year,DSL,Bank transfer,48.07,1909.21,1,No
C101769,Male,1,71,One year,Fiber optic,Mailed check,55.77,3943.3,0,No
C100107,Female,0,57,One year,DSL,Bank transfer,45.58,2617.03,1,No
C100349,Male,0,49,Two year,Fiber optic,Electronic check,89.92,4391.3,1,No
C100524,Male,0,21,One year,DSL,Credit card,60.28,1276.06,1,No
C100784,Male,0,17,Two year,Fiber optic,Mailed check,58.99,1000.35,2,Yes
C100047,Female,0,41,Month-to-month,DSL,Mailed check,61.28,2509.62,1,Yes
C100203,Female,0,14,One year,DSL,Electronic check,48.72,634.77,0,No
C101496,Female,0,55,Two year,DSL,Electronic check,65.62,3599.35,2,No
C101655,Male,1,23,Month-to-month,Fiber optic,Credit card,,1702.14,1,Yes
C100021,Male,0,21,Month-to-month,No,Credit card,41.31,871.59,2,No
C100402,Male,1,22,Month-to-month,DSL,Electronic check,44.81,961.26,3,Yes
C101107,Female,1,37,Month-to-month,Fiber optic,Bank transfer,61.5,2241.0,4,Yes
C101154,Male,0,30,Month-to-month,No,Bank transfer,40.48,1243.99,3,Yes
C101439,Female,0,34,Month-to-month,No,Electronic check,18.04,618.89,1,No
C101993,Female,0,6,Two year,No,Credit card,37.62,230.47,2,Yes
C100989,Female,0,9,Month-to-month,DSL,Bank transfer,70.56,640.24,2,Yes
C101865,Male,0,37,Month-to-month,Fiber optic,Electronic check,64.34,2389.03,1,No
C100741,Female,0,65,Month-to-month,Fiber optic,Mailed check,88.4,5736.3,1,No
C101721,Female,0,34,Month-to-month,No,Electronic check,23.36,767.17,1,No
C101310,Female,1,63,Month-to-month,Fiber optic,Mailed check,,4947.11,1,Yes
C101147,Female,1,32,Month-to-month,Fiber optic,Mailed check,55.81,1760.29,2,Yes
C100033,Female,1,69,Month-to-month,DSL,Credit card,57.23,3948.58,1,No
C100787,Female,0,2,One year,Fiber optic,Bank transfer,78.85,133.96,1,No
C101540,Male,0,47,Two year,No,Credit card,15.0,659.41,1,No
C100923,Male,0,57,Two year,Fiber optic,Bank transfer,77.88,4468.24,1,No
C101043,Male,1,63,Month-to-month,DSL,Mailed check,48.4,3045.98,1,No
C101935,Male,0,11,One year,DSL,Mailed check,38.15,451.92,2,No
C101243,Male,0,20,Month-to-month,No,Bank transfer,23.48,462.1,2,Yes
C101915,Female,0,69,One year,No,Bank transfer,16.68,1117.97,1,No
C100579,Male,1,31,Month-to-month,No,Electronic check,18.65,596.36,3,Yes
C100481,Female,0,65,One year,Fiber optic,Electronic check,99.44,6485.38,2,No
C100931,Female,0,57,One year,Fiber optic,Bank transfer,74.92,4276.11,1,No
C100356,Male,0,50,Two year,DSL,Bank transfer,62.59,3159.47,0,No
C101685,Female,0,47,Month-to-month,No,Electronic check,38.96,1878.04,0,No
C101248,Male,0,29,Month-to-month,Fiber optic,Bank transfer,83.49,2426.41,1,No
C100759,Female,1,69,Two year,DSL,Mailed check,76.96,5283.91,4,No
C100092,Female,0,12,Two year,Fiber optic,Bank transfer,65.54,775.74,0,Yes
C101175,Male,0,35,Month-to-month,DSL,Mailed check,58.07,2008.81,1,No
C101415,Female,0,48,Month-to-month,No,Electronic check,18.46,908.3,1,Yes
C101341,Male,0,26,Month-to-month,DSL,Electronic check,42.93,1116.15,1,Yes
C101472,Male,0,16,Two year,Fiber optic,Credit card,58.08,941.95,0,No
C100803,Female,0,60,Month-to-month,Fiber optic,Electronic check,91.06,5451.04,0,No
C100745,Male,0,62,Month-to-month,DSL,Electronic check,59.85,3710.73,1,No
C101546,Female,1,48,Two year,Fiber optic,Mailed check,72.61,3494.52,1,No
C100279,Male,0,27,One year,DSL,Mailed check,41.23,1107.35,1,No
C101607,Female,0,13,One year,DSL,Electronic check,42.23,555.67,3,No
C100764,Male,0,35,Month-to-month,DSL,Mailed check,35.49,1271.73,3,No
C100604,Female,0,32,One year,Fiber optic,Credit card,66.46,2145.08,0,No
C101991,Male,0,1,One year,No,Credit card,34.4,12.23,2,No
C101373,Male,0,25,One year,No,Credit card,15.02,384.71,3,Yes
C101951,Female,0,14,Month-to-month,Fiber optic,Electronic check,82.89,1142.73,0,Yes
C101398,Male,0,2,One year,No,Electronic check,42.1,56.61,0,Yes
C100400,Female,0,39,One year,DSL,Mailed check,59.37,2295.08,2,No
C101728,Male,0,16,Two year,Fiber optic,Electronic check,57.58,897.83,1,No
C100257,Male,0,50,Month-to-month,DSL,Bank transfer,55.87,2817.96,0,No
C100944,Male,0,57,Month-to-month,Fiber optic,Credit card,73.69,4201.46,3,Yes
C101875,Male,0,47,Month-to-month,DSL,Electronic check,48.35,2267.75,0,No
C101096,Female,0,11,One year,Fiber optic,Credit card,62.43,691.28,1,Yes
C101219,Male,0,16,Month-to-month,DSL,Electronic check,59.83,967.38,4,Yes
C101507,Male,1,54,Month-to-month,No,Credit card,20.67,1100.91,1,No
C101879,Male,0,6,Month-to-month,No,Credit card,20.71,133.61,2,Yes
C101161,Male,0,55,Two year,Fiber optic,Bank transfer,65.17,3578.81,4,No
C100494,Male,0,20,Month-to-month,No,Credit card,25.5,488.62,5,No
C100772,Male,0,70,Month-to-month,Fiber optic,Electronic check,86.21,6008.96,1,No
C100550,Female,0,40,Month-to-month,No,Bank transfer,35.84,1414.17,1,Yes
C101486,Male,0,58,Two year,DSL,Bank transfer,35.74,2075.1,3,No
C100201,Female,0,69,Two year,Fiber optic,Electronic check,89.09,6160.21,2,No
C100312,Male,0,3,Month-to-month,No,Mailed check,31.58,119.93,1,No
C100290,Female,0,29,Month-to-month,Fiber optic,Bank transfer,77.09,2259.01,2,Yes
C101213,Female,0,10,Two year,Fiber optic,Electronic check,99.59,1013.09,2,No
C100763,Female,0,63,Month-to-month,Fiber optic,Bank transfer,92.9,5854.57,1,Yes
C101136,Female,0,41,Month-to-month,DSL,Credit card,52.79,2155.52,1,No
C100949,Male,1,40,One year,No,Mailed check,28.62,1115.02,1,No
C100183,Female,0,66,Month-to-month,Fiber optic,Electronic check,83.99,5558.15,1,No
C101176,Male,0,54,Month-to-month,DSL,Bank transfer,33.54,1830.64,2,No
C101848,Female,0,4,Month-to-month,DSL,Bank transfer,52.17,208.85,1,No
C101349,Female,0,57,Month-to-month,DSL,Electronic check,57.18,3264.98,0,No
C101727,Female,0,25,Month-to-month,DSL,Bank transfer,60.07,1519.49,0,Yes
C101068,Male,0,45,Month-to-month,Fiber optic,Electronic check,79.65,3596.31,1,Yes
C101468,Female,0,65,Month-to-month,Fiber optic,Credit card,66.83,4368.62,3,Yes
C101811,Female,1,48,Month-to-month,Fiber optic,Electronic check,52.98,2548.0,2,Yes
C101030,Male,0,65,Month-to-month,DSL,Electronic check,57.9,3744.86,1,No
C100250,Male,0,49,Month-to-month,No,Electronic check,37.43,1858.8,1,No
C100823,Female,0,9,One year,DSL,Bank transfer,54.31,485.05,1,No
C101099,Male,0,62,Two year,DSL,Bank transfer,43.38,2693.96,1,No
C101536,Male,0,16,Month-to-month,Fiber optic,Electronic check,68.65,1105.13,3,Yes
C100940,Female,0,59,Two year,Fiber optic,Mailed check,79.22,4681.86,1,No
C100391,Male,0,28,One year,Fiber optic,Bank transfer,74.57,2049.37,2,No
C101919,Female,0,28,Month-to-month,Fiber optic,Bank transfer,82.14,2319.02,1,Yes
C101456,Female,0,41,Month-to-month,Fiber optic,Electronic check,82.07,3358.96,1,Yes
C101092,Female,0,30,Month-to-month,No,Credit card,20.85,621.78,1,Yes
C101191,Male,0,72,One year,DSL,Credit card,68.11,4928.95,0,No
C100904,Male,0,46,One year,Fiber optic,Credit card,90.33,4172.86,3,Yes
C100730,Female,1,50,Month-to-month,No,Credit card,24.09,1235.33,1,No
C100554,Female,0,30,Month-to-month,DSL,Credit card,52.22,1567.67,3,Yes
C100366,Male,0,60,Month-to-month,Fiber optic,Electronic check,81.91,4931.82,2,No
C100345,Male,0,51,Two year,Fiber optic,Bank transfer,104.16,5305.8,3,Yes
C101608,Male,0,19,Month-to-month,DSL,Mailed check,68.04,1302.67,1,Yes
C100535,Male,0,55,Month-to-month,DSL,Electronic check,73.79,4049.06,0,Yes
C101422,Female,0,13,One year,DSL,Mailed check,66.67,887.71,3,No
C101209,Female,0,68,Month-to-month,Fiber optic,Bank transfer,65.84,4470.15,3,Yes
C101372,Male,0,43,Month-to-month,Fiber optic,Mailed check,66.03,2830.07,0,No
C101639,Male,0,61,One year,Fiber optic,Credit card,75.03,4558.87,1,No
C100919,Female,1,57,Month-to-month,Fiber optic,Bank transfer,70.37,3994.67,0,Yes
C100211,Female,0,49,Month-to-month,Fiber optic,Electronic check,73.93,3612.75,0,No
C101603,Male,0,15,Two year,Fiber optic,Mailed check,79.61,1189.94,0,Yes
C100502,Female,0,37,One year,Fiber optic,Electronic check,73.7,2764.37,0,No
C100537,Male,0,69,Two year,Fiber optic,Bank transfer,73.72,5065.77,1,No
C101220,Female,0,26,Month-to-month,DSL,Mailed check,69.51,1797.72,0,No
C100175,Male,0,33,One year,No,Electronic check,23.4,801.02,2,No
